	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
3002	NY	2018.0	8	Geometry	8.G.A.5	0.45	1	Mya claims (m<3 + m<4) = m<1  , as shown in the triangle below.  Which equations explain why Mya's claim must be true?	(m<1 + m<2) = 90⁰ and (m<3 + m<4) = 90⁰	(m<1 + m<2) = 180⁰ and (m<3 + m<4) = 180⁰	(m<1 + m<2) = 90⁰ and (m<3 + m<4 = m<2) = 90⁰	(m<1 + m<2) = 180⁰ and (m<3 + m<4 + m<2) = 180⁰		Mya claims (m<3 + m<4) = m<1  , as shown in the triangle below.  Which equations explain why Mya's claim must be true? (m<1 + m<2) = 90⁰ and (m<3 + m<4) = 90⁰ (m<1 + m<2) = 180⁰ and (m<3 + m<4) = 180⁰ (m<1 + m<2) = 90⁰ and (m<3 + m<4 = m<2) = 90⁰ (m<1 + m<2) = 180⁰ and (m<3 + m<4 + m<2) = 180⁰
3003	NY	2018.0	8	Geometry	7.G.A.3	0.43	1	The dimensions of a square right pyramid are shown below.  The pyramid is sliced by a plane that passes vertically through the top vertex and is perpendicular to the base. What is the resulting two-dimensional shape and the area of the plane section?	a triangle with an area of 20 square units	a triangle with an area of 40 square units	a rectangle with an area of 16 square units	a rectangle with an area of 40 square units		The dimensions of a square right pyramid are shown below.  The pyramid is sliced by a plane that passes vertically through the top vertex and is perpendicular to the base. What is the resulting two-dimensional shape and the area of the plane section? a triangle with an area of 20 square units a triangle with an area of 40 square units a rectangle with an area of 16 square units a rectangle with an area of 40 square units
3004	NY	2018.0	8	Statistics and Probability	8.SP.A.4	0.52	1	A newspaper conducted a survey to find out how many high school students play video games.  The two-way table below displays the data from the survey. Based on these data in the table.  Which statement is true?	There were 2,451 boys surveyed, and about 29% of them play video games.	There were 2,996 girls surveyed, and about 45% of them play video games.	There were 5,447 students surveyed, and about 54% of them do not play video games.	There were 2,493 students surveyed, and about 34% of them are girls who do not play video games.		A newspaper conducted a survey to find out how many high school students play video games.  The two-way table below displays the data from the survey. Based on these data in the table.  Which statement is true? There were 2,451 boys surveyed, and about 29% of them play video games. There were 2,996 girls surveyed, and about 45% of them play video games. There were 5,447 students surveyed, and about 54% of them do not play video games. There were 2,493 students surveyed, and about 34% of them are girls who do not play video games.
3005	NY	2018.0	8	Functions	8.F.B.5	0.32	1	A function of x is shown on the coordinate plane.  Over which intervals is the function increasing?	-4 < x < -2 and -1 < x < 1	-4 < x < -2 and 0 < x < 2	-2 < x < 0 and 2 < x < 4	-2 < x < -1 and 2 < x < 4		A function of x is shown on the coordinate plane.  Over which intervals is the function increasing? -4 < x < -2 and -1 < x < 1 -4 < x < -2 and 0 < x < 2 -2 < x < 0 and 2 < x < 4 -2 < x < -1 and 2 < x < 4
3110	NY	2019.0	8	Geometry	8.G.C.9	0.65	0	A company makes two different-sized ice cream cones. The smaller cones are 3.5 inches tall and have a diameter of 3 inches. The larger cones are 5.1 inches tall and have a diameter of 4.5 inches. About how much greater, to the nearest tenth of a cubic inch, is the volume of the larger cone than the volume of the smaller cone?	18.8	56.4	75.2	225.5		A company makes two different-sized ice cream cones. The smaller cones are 3.5 inches tall and have a diameter of 3 inches. The larger cones are 5.1 inches tall and have a diameter of 4.5 inches. About how much greater, to the nearest tenth of a cubic inch, is the volume of the larger cone than the volume of the smaller cone? 18.8 56.4 75.2 225.5
3111	NY	2019.0	8	Functions	8.F.A.3	0.56	0	Which equation represents a function of that is not linear?	y = 4(x + 3)	y = 4^2 +3x	y = 4x + 3x^2	y = (4+x) / 3		Which equation represents a function of that is not linear? y = 4(x + 3) y = 4^2 +3x y = 4x + 3x^2 y = (4+x) / 3
3112	NY	2019.0	8	Expressions and Equations	8.EE.A.4	0.58	0	The closest distance between Earth and Mars is approximately 3.39 x 10^7  miles. The fastest rocket leaving Earth travels at an average speed of approximately 3.6 x 10^4 miles per hour. At that rate, which expression could be used to determine the approximate number of hours it would take the rocket to travel that distance?	(3.39 x 10^7) - (3.6 x 10^4)	(3.6 x 10^4) - (3.39 x 10^7)	(3.39 x 10^7)  ÷ (3.6 x 10^4)	(3.6 x 10^4) ÷  (3.39 x 10^7)		The closest distance between Earth and Mars is approximately 3.39 x 10^7  miles. The fastest rocket leaving Earth travels at an average speed of approximately 3.6 x 10^4 miles per hour. At that rate, which expression could be used to determine the approximate number of hours it would take the rocket to travel that distance? (3.39 x 10^7) - (3.6 x 10^4) (3.6 x 10^4) - (3.39 x 10^7) (3.39 x 10^7)  ÷ (3.6 x 10^4) (3.6 x 10^4) ÷  (3.39 x 10^7)
3113	NY	2019.0	8	Geometry	7.G.B.6	0.59	0	Patty has a flower box in the shape of a rectangular prism with interior dimensions that are 15 inches in length, inches in width, and inches in height. Patty will fill the flower box 3/4 full of soil. How many cubic inches of soil will be in the flower box?	387	516	540	720		Patty has a flower box in the shape of a rectangular prism with interior dimensions that are 15 inches in length, inches in width, and inches in height. Patty will fill the flower box 3/4 full of soil. How many cubic inches of soil will be in the flower box? 387 516 540 720
3114	NY	2019.0	8	Statistics and Probability	8.SP.A.2	0.51	0	Which statement best describes the data in a scatter plot where the y-values are decreasing as the x-values are increasing?	The data can best be modeled by a vertical line.	The data can best be modeled by a horizontal line.	The data can best be modeled by a line with a positive slope.	The data can best be modeled by a line with a negative slope.		Which statement best describes the data in a scatter plot where the y-values are decreasing as the x-values are increasing? The data can best be modeled by a vertical line. The data can best be modeled by a horizontal line. The data can best be modeled by a line with a positive slope. The data can best be modeled by a line with a negative slope.
3115	NY	2019.0	8	Functions	8.F.A.1	0.6	0	Which set of ordered pairs does not represent a function?	{(1, 10), (3, 18), (5, 26), (7, 34), (9, 42)}	{(2, 10), (3, 20), (4, 15), (5, 5), (6, 25)}	{(0, 8), (5, 4), (10, 0), (15, 4), (20, 8)}	{(9, 1), (6,2), (3, 3), (6, 4), (9, 5)}		Which set of ordered pairs does not represent a function? {(1, 10), (3, 18), (5, 26), (7, 34), (9, 42)} {(2, 10), (3, 20), (4, 15), (5, 5), (6, 25)} {(0, 8), (5, 4), (10, 0), (15, 4), (20, 8)} {(9, 1), (6,2), (3, 3), (6, 4), (9, 5)}
3116	NY	2019.0	8	Geometry	8.G.C.9	0.57	0	Two solids are described in the list below. One solid is a sphere and has a radius of 6 inches. The other solid is a cylinder with a radius of 6 inches and a height of 6 inches. What is the difference between the volumes, in cubic inches, of the solids in terms of π?	72π	144π	216π	288π		Two solids are described in the list below. One solid is a sphere and has a radius of 6 inches. The other solid is a cylinder with a radius of 6 inches and a height of 6 inches. What is the difference between the volumes, in cubic inches, of the solids in terms of π? 72π 144π 216π 288π
3117	NY	2019.0	8	Functions	8.F.A.1	0.59	0	The set of ordered pairs below represents a relation that is a function. {(-2, 8), (4, 6), (10, 4)} Which point, when added to the set, would form a relation that is not a function?	(0, 6)	(4, 2)	(-6, 8)	(-8, 10)		The set of ordered pairs below represents a relation that is a function. {(-2, 8), (4, 6), (10, 4)} Which point, when added to the set, would form a relation that is not a function? (0, 6) (4, 2) (-6, 8) (-8, 10)
3118	NY	2019.0	8	Functions	8.F.B.4	0.65	1	At a factory, the cost of making different numbers of toothbrushes is shown in the table below. A linear function models the cost based on the number of toothbrushes made. Which statement about the rate of change of this function is true?	The cost increases by $1.50 for each additional toothbrush made.	The cost increases by $4.50 for each additional toothbrush made.	The cost increases by $9.00 for each additional 3 toothbrushes made.	The cost increases by $18.00 for each additional 3 toothbrushes made.		At a factory, the cost of making different numbers of toothbrushes is shown in the table below. A linear function models the cost based on the number of toothbrushes made. Which statement about the rate of change of this function is true? The cost increases by $1.50 for each additional toothbrush made. The cost increases by $4.50 for each additional toothbrush made. The cost increases by $9.00 for each additional 3 toothbrushes made. The cost increases by $18.00 for each additional 3 toothbrushes made.
3119	NY	2019.0	8	Expressions and Equations	8.EE.B.6	0.56	1	Which equation represents the line shown on the coordinate plane below?	y =4x	y = -4x	y = 1/4x	y = -1/4x		Which equation represents the line shown on the coordinate plane below? y =4x y = -4x y = 1/4x y = -1/4x
3120	NY	2019.0	8	Geometry	8.G.A.2	0.54	1	Triangle A and triangle B are graphed on the coordinate plane below. Which sequence of transformations will map triangle A onto its congruent image, triangle B ?	a reflection over the x-axis, then a reflection over the y-axis	a translation units down, then a reflection over the y-axis	a reflection over the x-axis, then a translation units to the left	a rotation 90 clockwise about the origin, then a translation units to the left		Triangle A and triangle B are graphed on the coordinate plane below. Which sequence of transformations will map triangle A onto its congruent image, triangle B ? a reflection over the x-axis, then a reflection over the y-axis a translation units down, then a reflection over the y-axis a reflection over the x-axis, then a translation units to the left a rotation 90 clockwise about the origin, then a translation units to the left
