	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
3253	OK	2020.0	3	Operations and Algebraic Thinking	3.A.2.1		0	Seth wants to visit all 50 states. He has visited 14 states. The number sentence shows, __ , the number of states Seth has left to visit. __ + 14 = 50 How many states does Seth have left to visit?	36	44	46	64		Seth wants to visit all 50 states. He has visited 14 states. The number sentence shows, __ , the number of states Seth has left to visit. __ + 14 = 50 How many states does Seth have left to visit? 36 44 46 64
3254	OK	2020.0	3	Operations and Algebraic Thinking	3.A.2.2		0	Which expression equals (4 × 2) × 3?	(4 + 2) + 3	(2 × 4) + 3	4 × (2 × 3)	2 + (4 × 3)		Which expression equals (4 × 2) × 3? (4 + 2) + 3 (2 × 4) + 3 4 × (2 × 3) 2 + (4 × 3)
3255	OK	2020.0	3	Geometry	3.GM.2.2		0	Mrs. Steinberg’s class made a design using square pieces of paper. Each piece of paper was 1 foot wide by 1 foot long. The design was a rectangle, 5 feet wide by 7 feet long. How many square pieces of paper were used to make the design?	12 pieces of paper	20 pieces of paper	24 pieces of paper	35 pieces of paper		Mrs. Steinberg’s class made a design using square pieces of paper. Each piece of paper was 1 foot wide by 1 foot long. The design was a rectangle, 5 feet wide by 7 feet long. How many square pieces of paper were used to make the design? 12 pieces of paper 20 pieces of paper 24 pieces of paper 35 pieces of paper
3256	OK	2020.0	3	Number and Operations	3.N.1.3		0	Sam’s goal for next week is to score 1,000 more than his highest score. What is his goal?	5500	6400	6500	7250		Sam’s goal for next week is to score 1,000 more than his highest score. What is his goal? 5500 6400 6500 7250
3257	OK	2020.0	3	Geometry	3.GM.3.1		1	This clock shows the time Jordan’s music class starts.  What time does Jordan’s music class start?	02:40:00	03:08:00	03:40:00	08:13:00		This clock shows the time Jordan’s music class starts.  What time does Jordan’s music class start? 0.111111111111111 0.130555555555556 0.152777777777778 0.342361111111111
3258	OK	2020.0	3	Number and Operations	3.N.2.4		1	To the nearest ten, about how far does the train travel from Dover to Eastside?	950 miles	1050 miles	1060 miles	1150 miles		To the nearest ten, about how far does the train travel from Dover to Eastside? 950 miles 1050 miles 1060 miles 1150 miles
3259	OK	2020.0	3	Number and Operations	3.N.3.3		1	Joe cut a pizza into 6 equal pieces. He ate 2 pieces. What fraction of the pizza is left?	2 / 4	4 / 6	2022-06-04 00:00:00	4 / 2		Joe cut a pizza into 6 equal pieces. He ate 2 pieces. What fraction of the pizza is left?  2 / 4  4 / 6  44716  4 / 2
3260	OK	2020.0	3	Number and Operations	3.N.4.1		1	Jorge has collected these bills.  Which number sentence shows the total value of the bills?	$10 + $3 = $13	$13 + $3 = $16	$15 + $3 = $18	$18 + $3 = $21		Jorge has collected these bills.  Which number sentence shows the total value of the bills? $10 + $3 = $13 $13 + $3 = $16 $15 + $3 = $18 $18 + $3 = $21
3261	OK	2020.0	3	Operations and Algebraic Thinking	3.A.1.1		1	Connie is learning to play 15 songs on the piano. The table shows the number of songs Connie has left to learn at the end of each month.  Connie learns the same number of songs each month. How many songs will Connie have left to learn at the end of May?	2 songs	6 songs	7 songs	8 songs		Connie is learning to play 15 songs on the piano. The table shows the number of songs Connie has left to learn at the end of each month.  Connie learns the same number of songs each month. How many songs will Connie have left to learn at the end of May? 2 songs 6 songs 7 songs 8 songs
3262	OK	2020.0	3	Operations and Algebraic Thinking	3.A.1.2		1	Which rule could be used to change the input number to the output number in the table above?	divide by 7	multiply by 6	add 6	subtract 7		Which rule could be used to change the input number to the output number in the table above? divide by 7 multiply by 6 add 6 subtract 7
3263	OK	2020.0	3	Operations and Algebraic Thinking	3.A.2.2		1	Joey put pictures on his locker door as shown. Which number sentence shows how many pictures Joey put on his locker door?	4 × 1 = 4	4 × 0 = 4	4 + 1 = 4	4 ÷ 0 = 4		Joey put pictures on his locker door as shown. Which number sentence shows how many pictures Joey put on his locker door? 4 × 1 = 4 4 × 0 = 4 4 + 1 = 4 4 ÷ 0 = 4
3264	OK	2020.0	3	Geometry	3.GM.1.1		1	What is the total number of triangular faces on the figure?	2	3	5	6		What is the total number of triangular faces on the figure? 2 3 5 6
3265	OK	2020.0	3	Geometry	3.GM.2.4		1	Jessie measured her goldfish as shown.  What is the length of Jessie’s goldfish?	1 inch	3 inches	4 inches	6 inches		Jessie measured her goldfish as shown.  What is the length of Jessie’s goldfish? 1 inch 3 inches 4 inches 6 inches
3266	OK	2020.0	3	Geometry	3.GM.3.2		1	Ann’s piano practice starts at 1:30 p.m. The practice ends 55 minutes later.  What time does the practice end?	12:35 p.m.	1:25 p.m.	1:55 p.m.	2:25 p.m.		Ann’s piano practice starts at 1:30 p.m. The practice ends 55 minutes later.  What time does the practice end? 12:35 p.m. 1:25 p.m. 1:55 p.m. 2:25 p.m.
3267	OK	2020.0	3	Geometry	3.GM.3.2		1	You may use the number line to help answer the question. Students at a school begin art class at 8:15 a.m. The art class lasts for 35 minutes. At what time does the art class end?	8:35 a.m.	8:40 a.m.	8:45 a.m.	8:50 a.m.		You may use the number line to help answer the question. Students at a school begin art class at 8:15 a.m. The art class lasts for 35 minutes. At what time does the art class end? 8:35 a.m. 8:40 a.m. 8:45 a.m. 8:50 a.m.
3268	OK	2020.0	3	Statistics and Probability	3.D.1.2		1	The graph shows the number of students in each of four classrooms.  How many more students are in classroom L than are in classroom N?	3	4	5	7		The graph shows the number of students in each of four classrooms.  How many more students are in classroom L than are in classroom N? 3 4 5 7
3269	OK	2020.0	3	Number and Operations	3.N.1.4		1	Casey and her brother, Sam, keep track of their scores while playing their favorite video game. Sam’s highest score is 5,400. Casey’s scores for her last six games are shown. Casey wants to list her scores from greatest to least. Which list shows Casey’s scores from greatest to least?	5,275; 5,630; 5,735; 6,005; 6,020; 6,250	5,735; 5,630; 5,275; 6,250; 6,020; 6,005	6,250; 6,005; 6,020; 5,275; 5,630; 5,735	6,250; 6,020; 6,005; 5,735; 5,630; 5,275		Casey and her brother, Sam, keep track of their scores while playing their favorite video game. Sam’s highest score is 5,400. Casey’s scores for her last six games are shown. Casey wants to list her scores from greatest to least. Which list shows Casey’s scores from greatest to least? 5,275; 5,630; 5,735; 6,005; 6,020; 6,250 5,735; 5,630; 5,275; 6,250; 6,020; 6,005 6,250; 6,005; 6,020; 5,275; 5,630; 5,735 6,250; 6,020; 6,005; 5,735; 5,630; 5,275
3388	PA	2015.0	3	Number and Operations in Base Ten	A-T.1.1		0	Carla has a list of three numbers. • Carla’s numbers are in order from least to greatest. • The first number in her list has the least tens. • Every number in her list has fewer tens than ones. Which list of numbers could be Carla’s list?	125   146   153	127   145   234	158   176   245	168   235   224		Carla has a list of three numbers. • Carla’s numbers are in order from least to greatest. • The first number in her list has the least tens. • Every number in her list has fewer tens than ones. Which list of numbers could be Carla’s list? 125   146   153  127   145   234  158   176   245  168   235   224
3389	PA	2015.0	3	Number and Operations in Base Ten	A-T.1.1.3		0	Mrs. Jackson has 47 boxes of crayons. There are 8 crayons in each box. To estimate the total number of crayons, she uses the steps shown below. • round 47 to the nearest ten • multiply the new number by 8 What is Mrs. Jackson’s estimate of the total number of crayons?	320	400	450	580		Mrs. Jackson has 47 boxes of crayons. There are 8 crayons in each box. To estimate the total number of crayons, she uses the steps shown below. • round 47 to the nearest ten • multiply the new number by 8 What is Mrs. Jackson’s estimate of the total number of crayons? 320 400 450 580
3390	PA	2015.0	3	Number and Operations in Base Ten	A-T.1.1.3		0	George bought 9 cases of bottled water. Each case had 18 bottles of water in it. To estimate the number of bottles of water he bought, George rounded 18 to the nearest ten and then multiplied that number by 9. What is George’s estimate of the number of bottles of water he bought?	90	180	209	290		George bought 9 cases of bottled water. Each case had 18 bottles of water in it. To estimate the number of bottles of water he bought, George rounded 18 to the nearest ten and then multiplied that number by 9. What is George’s estimate of the number of bottles of water he bought? 90 180 209 290
3391	PA	2015.0	3	Number and Operations in Base Ten	A-T.1.1.4		0	Three students were comparing how many times they each jumped on a trampoline. Jorge jumped 345 times. Keisha jumped 356 times. LeVar jumped more times than Jorge and fewer times than Keisha. When each student’s total was rounded to the nearest hundred, Jorge’s total and LeVar’s total were the same. Which value could be the number of times LeVar jumped on the trampoline?	305	347	350	362		Three students were comparing how many times they each jumped on a trampoline. Jorge jumped 345 times. Keisha jumped 356 times. LeVar jumped more times than Jorge and fewer times than Keisha. When each student’s total was rounded to the nearest hundred, Jorge’s total and LeVar’s total were the same. Which value could be the number of times LeVar jumped on the trampoline? 305 347 350 362
3392	PA	2015.0	3	Number and Operations - Fractions	A-F.1.1.5		0	Bill and Cindy ate some pieces from the same pie. Bill ate 3/8 of the pie. Cindy ate 1/8 of the pie. Which statement is true?	Bill ate more pie than Cindy.	Cindy ate more pie than Bill.	Bill and Cindy ate the whole pie.	Bill and Cindy ate the same amount of pie.		Bill and Cindy ate some pieces from the same pie. Bill ate 3/8 of the pie. Cindy ate 1/8 of the pie. Which statement is true? Bill ate more pie than Cindy. Cindy ate more pie than Bill. Bill and Cindy ate the whole pie. Bill and Cindy ate the same amount of pie.
3393	PA	2015.0	3	Number and Operations - Fractions	A-F.1.1.3		0	There are 8 players on a basketball team. There are 4 girls on the team. What fraction of the players on the team are girls?	1 / 5	1 / 4	1 / 3	1 / 2		There are 8 players on a basketball team. There are 4 girls on the team. What fraction of the players on the team are girls?  1 / 5  1 / 4  1 / 3  1 / 2
3394	PA	2015.0	3	Number and Operations - Fractions	A-F.1.1.3		0	Lou bought 6 doughnuts. There were 2 doughnuts with sprinkles. Which fraction represents the doughnuts Lou bought that had sprinkles?	1 / 5	1 / 3	2 / 4	6 / 10		Lou bought 6 doughnuts. There were 2 doughnuts with sprinkles. Which fraction represents the doughnuts Lou bought that had sprinkles?  1 / 5  1 / 3  2 / 4  6 / 10
3395	PA	2015.0	3	Operations and Algebraic Thinking	B-O.1.1.2		0	A pet store has a total of 24 fish tanks. A worker at the pet store puts the fish tanks in rows. There are 6 fish tanks in each row. The expression shown below can be used to find the number of rows. 24 ÷ 6 Which sentence about the rows of fish tanks is true?	There are 4 rows of fish tanks.	There are 6 rows of fish tanks.	There are 8 rows of fish tanks.	There are 24 rows of fish tanks.		A pet store has a total of 24 fish tanks. A worker at the pet store puts the fish tanks in rows. There are 6 fish tanks in each row. The expression shown below can be used to find the number of rows. 24 ÷ 6 Which sentence about the rows of fish tanks is true? There are 4 rows of fish tanks.   There are 6 rows of fish tanks.   There are 8 rows of fish tanks.   There are 24 rows of fish tanks.
3396	PA	2015.0	3	Operations and Algebraic Thinking	B-O.1.2.1		0	Brent gave 8 colored pencils to each of his 4 friends. Which number sentence can be used to find the total number of colored pencils (__ ) Brent gave to his friends?	8 + 4 = __	8 -4 = __	8 x 4 = __	8 ÷ 4 = __		Brent gave 8 colored pencils to each of his 4 friends. Which number sentence can be used to find the total number of colored pencils (__ ) Brent gave to his friends? 8 + 4 = __ 8 -4 = __ 8 x 4 = __ 8 ÷ 4 = __
3397	PA	2015.0	3	Operations and Algebraic Thinking	B-O.1.2.1		0	Kayla has 12 seeds. She plants an equal number of seeds in each of 4 pots. How many seeds did Kayla plant in each pot?	3	8	16	48		Kayla has 12 seeds. She plants an equal number of seeds in each of 4 pots. How many seeds did Kayla plant in each pot? 3 8 16 48
3398	PA	2015.0	3	Operations and Algebraic Thinking	B-O.1.2.2		0	Jill puts 24 brownies onto __ plates. She put 4 brownies onto each plate. The number sentence below can be used to find how many plates Jill uses. 24 ÷ __ = 4 How many plates (__ ) does Jill use for brownies?	6	8	20	28		Jill puts 24 brownies onto __ plates. She put 4 brownies onto each plate. The number sentence below can be used to find how many plates Jill uses. 24 ÷ __ = 4 How many plates (__ ) does Jill use for brownies? 6 8 20 28
3399	PA	2015.0	3	Operations and Algebraic Thinking	B-O.2.1.2		0	There are 3 gorillas living in a zoo. Each gorilla eats 40 pounds of food each day. The expression 3 × 7 × 40 represents the total amount of food, in pounds, the 3 gorillas eat in one week. Which expression also represents the total amount of food, in pounds, the 3 gorillas eat in one week?	3 x 47	7 x 43	28 x 40	120 x 7		There are 3 gorillas living in a zoo. Each gorilla eats 40 pounds of food each day. The expression 3 × 7 × 40 represents the total amount of food, in pounds, the 3 gorillas eat in one week. Which expression also represents the total amount of food, in pounds, the 3 gorillas eat in one week? 3 x 47 7 x 43 28 x 40 120 x 7
