	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
3683	PA	2016.0	7	Ratios and Proportional Relationships	A-R.1.1.4	0.63	0	Jaya is painting her room. She mixes 2 pints of blue paint with 5 pints of red paint to get her desired color. Which equation can be used to find the number of pints of blue paint (x) Jaya should mix with 18 pints of red paint?	2/x = 18/5	2/5 = x/18	2/18 = 5/x	x/18 = 5/2		Jaya is painting her room. She mixes 2 pints of blue paint with 5 pints of red paint to get her desired color. Which equation can be used to find the number of pints of blue paint (x) Jaya should mix with 18 pints of red paint? 2/x = 18/5 2/5 = x/18 2/18 = 5/x x/18 = 5/2
3684	PA	2016.0	7	Ratios and Proportional Relationships	A-R.1.1.5	0.43	0	Ernesto made a graph of the distance (y), in miles, he can ride a bicycle in x hours. Ernesto can ride 5.5 miles in 0.5 hour. Which point on the graph represents Ernesto’s rate of travel, in miles per hour?	(0, 5.5)	(0, 11)	(1, 5.5)	(1, 11)		Ernesto made a graph of the distance (y), in miles, he can ride a bicycle in x hours. Ernesto can ride 5.5 miles in 0.5 hour. Which point on the graph represents Ernesto’s rate of travel, in miles per hour? (0, 5.5) (0, 11) (1, 5.5) (1, 11)
3685	PA	2016.0	7	Ratios and Proportional Relationships	A-R.1.1.6	0.41	0	The ratio of the number of students in the chess club to the number of students on the math team is 1 : 3. The ratio of the number of students on the math team to the number of students on the quiz bowl team is 1 : 2. There are 4 students in the chess club. How many students are on the quiz bowl team?	7	9	12	24		The ratio of the number of students in the chess club to the number of students on the math team is 1 : 3. The ratio of the number of students on the math team to the number of students on the quiz bowl team is 1 : 2. There are 4 students in the chess club. How many students are on the quiz bowl team? 7 9 12 24
3686	PA	2016.0	7	Expressions and Equations	B-E.2.1.1	0.52	0	Arnie buys 2 2/5 pounds of red grapes for $1.95 per pound. He buys 2 2/5 pounds of green grapes for $2.20 per pound. Which expression can be used to determine the total cost, in dollars, of the grapes Arnie buys?	2.4(1.95 + 2.20)	2.4 • 1.95 • 2.20	(2.4 + 2.4)(1.95 + 2.20)	(2.4 • 2.4) + (1.95 • 2.20)		Arnie buys 2 2/5 pounds of red grapes for $1.95 per pound. He buys 2 2/5 pounds of green grapes for $2.20 per pound. Which expression can be used to determine the total cost, in dollars, of the grapes Arnie buys? 2.4(1.95 + 2.20) 2.4 • 1.95 • 2.20 (2.4 + 2.4)(1.95 + 2.20) (2.4 • 2.4) + (1.95 • 2.20)
3687	PA	2016.0	7	Expressions and Equations	B-E.2.2.1	0.45	0	An author receives $0.75 for each hardcover book or paperback book that is sold. There were x hardcover books and 42,000 paperback books sold of her most recent book. The author received a total of $60,000 for the book sales. The equation below can be used to determine the number of hardcover books that were sold. 0.75(x + 42,000) = 60,000 How many hardcover books were sold?	18000	24000	28500	38000		An author receives $0.75 for each hardcover book or paperback book that is sold. There were x hardcover books and 42,000 paperback books sold of her most recent book. The author received a total of $60,000 for the book sales. The equation below can be used to determine the number of hardcover books that were sold. 0.75(x + 42,000) = 60,000 How many hardcover books were sold? 18000 24000 28500 38000
3688	PA	2016.0	7	Expressions and Equations	B-E.2.2.2	0.57	0	Tasha sells gift boxes and cookies at her bakery. • Gift boxes sell for $26.00 each. • Cookies sell for $1.50 each. • Tasha would like her total sales to be at least $50.00 from the sale of one gift box and some cookies. Which inequality describes all the numbers of cookies (x) that Tasha needs to sell?	x ≥ 2	x ≥ 8	x ≥ 16	x ≥ 24		Tasha sells gift boxes and cookies at her bakery. • Gift boxes sell for $26.00 each. • Cookies sell for $1.50 each. • Tasha would like her total sales to be at least $50.00 from the sale of one gift box and some cookies. Which inequality describes all the numbers of cookies (x) that Tasha needs to sell? x ≥ 2 x ≥ 8 x ≥ 16 x ≥ 24
3689	PA	2016.0	7	Geometry	C-G.2.2.1	0.37	0	The diameter of Jacob’s circular tabletop is 6 feet. What is the area, in square feet, of Jacob’s tabletop?	6pi	9pi	12pi	36pi		The diameter of Jacob’s circular tabletop is 6 feet. What is the area, in square feet, of Jacob’s tabletop? 6pi 9pi 12pi 36pi
3690	PA	2016.0	7	The Number System	A-N.1.1.2	0.66	1	The gas tank in Phil’s car was 1/8 full. He put more gasoline in the car’s gas tank. The number line below shows how full the car’s gas tank was before and after Phil put in more gasoline. Which equation represents the change in the amount of gasoline in the car’s tank?	1/8 + 2/4 = 3/4	1/8 + 5/8 = 3/4	1/8 + 3/4 = 7/8	1/8 + 3/4 = 4/12		The gas tank in Phil’s car was 1/8 full. He put more gasoline in the car’s gas tank. The number line below shows how full the car’s gas tank was before and after Phil put in more gasoline. Which equation represents the change in the amount of gasoline in the car’s tank? 1/8 + 2/4 = 3/4 1/8 + 5/8 = 3/4 1/8 + 3/4 = 7/8 1/8 + 3/4 = 4/12
3691	PA	2016.0	7	Ratios and Proportional Relationships	A-R.1.1.2	0.54	1	Clark and Phil are each running to raise money. The amount of money (y), in dollars, they each raise is based on the distance (x), in miles, they each run. Clark has an initial donation that he has received regardless of how many miles he runs. The graphs shown below model the amount of money each will raise based on the distance they each run. What is the unit rate for the person for whom the amount of money and the number of miles are proportionally related?	$5.00 per mile	$7.50 per mile	$15.00 per mile	$30.00 per mile		Clark and Phil are each running to raise money. The amount of money (y), in dollars, they each raise is based on the distance (x), in miles, they each run. Clark has an initial donation that he has received regardless of how many miles he runs. The graphs shown below model the amount of money each will raise based on the distance they each run. What is the unit rate for the person for whom the amount of money and the number of miles are proportionally related? $5.00 per mile $7.50 per mile $15.00 per mile $30.00 per mile
3692	PA	2016.0	7	Ratios and Proportional Relationships	A-R.1.1.3	0.54	1	Joe has a picture that measures 8 centimeters by 12 centimeters. He creates four enlargements of the picture. The table below shows the width and the length of each enlargement. What is the constant of proportionality between the width and the length of the pictures?	0.5	1.2	1.5	2.5		Joe has a picture that measures 8 centimeters by 12 centimeters. He creates four enlargements of the picture. The table below shows the width and the length of each enlargement. What is the constant of proportionality between the width and the length of the pictures? 0.5 1.2 1.5 2.5
3693	PA	2016.0	7	Geometry	C-G.1	0.55	1	A stained glass window is in the shape of a regular octagon as shown below. The window is separated into sections by drawing straight, dashed lines that intersect in the center of the octagon. What is the value of x?	22.5°	37.5°	45°	50°		A stained glass window is in the shape of a regular octagon as shown below. The window is separated into sections by drawing straight, dashed lines that intersect in the center of the octagon. What is the value of x?  22.5° 37.5° 45° 50°
3694	PA	2016.0	7	Geometry	C-G.2.1.2	0.46	1	Two lines intersect parallel lines m and n as shown below. What is the value of x?	24	48	60	66		Two lines intersect parallel lines m and n as shown below. What is the value of x? 24 48 60 66
3765	PA	2017.0	7	The Number System	A-N.1.1.3	0.47	0	Multiply: 1 3/7 x – 3/7	-4.285714286	-2.285714286	-30/49	1		Multiply: 1 3/7 x – 3/7 -4.28571428571429 -2.28571428571429 -30/49 1
